feature,mean_abs_shap
衰弱快速筛查量表-3您每天体育锻炼（室外活动）大于30min么（或3h/周)？=Missing,0.00014817438
肌少症评估-2步行穿过房间是否存在困难，是否需要帮助？=Missing,0.0001431512
感知-听力=通过,8.061975e-05
IADL量表-2做饭=Missing,6.87742e-05
心理-您是否希望呆在家里而不愿去做些新鲜事？=0,4.4886536e-05
腰围=88.0,0.0
慢病症状-排尿不畅或困难=Missing,0.0
慢病症状-排尿不畅或困难=1.0,0.0
慢病症状-排尿不畅或困难=0.0,0.0
慢病症状-活动时胸闷或胸痛=Missing,0.0
腰围=80.0,0.0
红细胞=Other,0.0
Fried衰弱表型评估-3)是否完成4米行走:=3.0,0.0
Fried衰弱表型评估-3)是否完成4米行走:=Missing,0.0
Fried衰弱表型评估-2)习惯用手=Missing,0.0
Fried衰弱表型评估-3)是否完成4米行走:=1.0,0.0
Fried衰弱表型评估-您近期是否因手术、外伤、或有其他健康状况可能对您行走造成限制?=Missing,0.0
Fried衰弱表型评估-您近期是否因手术、外伤、或有其他健康状况可能对您行走造成限制?=2.0,0.0
Fried衰弱表型评估-您近期是否因手术、外伤、或有其他健康状况可能对您行走造成限制?=1.0,0.0
Fried衰弱表型评估-2)习惯用手=1.0,0.0
Fried衰弱表型评估-1)在过去的6个月里，您的一只手或双手有没有做过手术或者发生任何肿胀、发炎、严重疼痛或受伤？=Missing,0.0
Fried衰弱表型评估-1)在过去的6个月里，您的一只手或双手有没有做过手术或者发生任何肿胀、发炎、严重疼痛或受伤？=4.0,0.0
Fried衰弱表型评估-5)测量时的体位？=3.0,0.0
衰弱快速筛查量表-2您能提10斤重物么？=1.0,0.0
Fried衰弱表型评估-5)测量时的体位？=Missing,0.0
Fried衰弱表型评估-2)您每天体育锻炼（室外活动）大于30min么（或3h/周)？=0.0,0.0
衰弱快速筛查量表-1您能步行250米么？=0.0,0.0
Fried衰弱表型评估-④中度及以上强度活动（跳舞，保龄，高尔夫，游泳，乒乓球，足球，篮球，跑步，爬山等）=Missing,0.0
Fried衰弱表型评估-2)您每天体育锻炼（室外活动）大于30min么（或3h/周)？=1.0,0.0
Fried衰弱表型评估-②室外活动（园艺等）=Missing,0.0
红细胞=Missing,0.0
红细胞=4.8,0.0
红细胞=4.7,0.0
认知-重复三样东西名字-树木=1,0.0
认知-重复三样东西名字-树木=0,0.0
认知-重复三样东西名字-国旗=1,0.0
认知-重复三样东西名字-国旗=0,0.0
认知-重复三样东西名字-皮球=1,0.0
认知-重复三样东西名字-皮球=0,0.0
认知-这里是什么地方=1,0.0
认知-这里是什么地方=0,0.0
认知-您现在在第几层楼=1,0.0
认知-您现在在第几层楼=0,0.0
认知-您现在在哪个乡（镇、街道）=1,0.0
认知-您现在在哪个县（区）=1,0.0
认知-回忆三种东西名字3=1,0.0
认知-回忆三种东西名字3=0,0.0
认知-回忆三种东西名字2=0,0.0
认知-回忆三种东西名字1=1,0.0
认知-回忆三种东西名字1=0,0.0
认知-重复计算-第5次=1,0.0
认知-重复计算-第5次=0,0.0
认知-重复计算-第4次=1,0.0
认知-重复计算-第4次=0,0.0
认知-重复计算-第3次=1,0.0
认知-重复计算-第3次=0,0.0
认知-重复计算-第2次=1,0.0
认知-重复计算-第2次=0,0.0
认知-重复计算-第1次=1,0.0
认知-重复计算-第1次=0,0.0
认知-请您写一个完整的句子，必须有主语、动词，有一定的内容=1,0.0
认知-请您写一个完整的句子，必须有主语、动词，有一定的内容=0,0.0
认知-给您一张纸请您按我说的去做-放在您的大腿上=1,0.0
认知-给您一张纸请您按我说的去做-放在您的大腿上=0,0.0
认知-给您一张纸请您按我说的去做-用两只手将它对折起来=1,0.0
认知-给您一张纸请您按我说的去做-用两只手将它对折起来=0,0.0
认知-给您一张纸请您按我说的去做-用右手拿着这张纸=1,0.0
认知-给您一张纸请您按我说的去做-用右手拿着这张纸=0,0.0
认知- 请您念一念这句话，并按照这句话的意思去做=1,0.0
认知- 请您念一念这句话，并按照这句话的意思去做=0,0.0
认知- 请您跟我说（停顿片刻）=1,0.0
认知- 请您跟我说（停顿片刻）=0,0.0
认知-出示铅笔：请问这是什么东西？=1,0.0
认知-出示铅笔：请问这是什么东西？=0,0.0
认知-出示手表：请问这是什么东西？=1,0.0
认知-出示手表：请问这是什么东西？=0,0.0
心理-您是否常感到厌倦？=0,0.0
心理-您是否觉得生活空虚？=1,0.0
心理-您是否已经放弃了许多活动与兴趣？=0,0.0
心理-您对生活基本上满意吗？=1,0.0
心理-您对生活基本上满意吗？=0,0.0
认知-文化水平=Other,0.0
认知-文化水平=3,0.0
认知-文化水平=2,0.0
认知-文化水平=0,0.0
认知-请您照着这个样子把它画下来=1,0.0
认知-请您照着这个样子把它画下来=0,0.0
心理-您是否觉得您的处境已毫无希望？=1,0.0
心理-您是否觉得您的处境已毫无希望？=0,0.0
心理-您是否觉得像现在这样活着毫无意义？=1,0.0
心理-您是否觉得像现在这样活着毫无意义？=0,0.0
心理-您觉得现在活得很惬意吗？=1,0.0
心理-您觉得现在活得很惬意吗？=0,0.0
心理-您是否觉得记忆力比以前差？=1,0.0
心理-您是否觉得记忆力比以前差？=0,0.0
心理-您是否希望呆在家里而不愿去做些新鲜事？=1,0.0
心理-您是否常感到孤立无援？=1,0.0
心理-您是否常感到孤立无援？=0,0.0
心理-您是否害怕会有不幸的事情落到您头上？=1,0.0
心理-您是否害怕会有不幸的事情落到您头上？=0,0.0
感知-视力=通过,0.0
感知-视力=不通过,0.0
感知-第三行看到≥3个E的方向=0,0.0
尿酸=Other,0.0
尿酸=Missing,0.0
低密度脂蛋白=Other,0.0
低密度脂蛋白=Missing,0.0
高密度脂蛋白=Other,0.0
高密度脂蛋白=Missing,0.0
红细胞=4.6,0.0
红细胞=4.5,0.0
红细胞=4.4,0.0
红细胞=4.3,0.0
红细胞=4.2,0.0
白细胞=Other,0.0
冠心病心绞痛发病年数=20.0,0.0
是否冠心病心绞痛=1.0,0.0
感知-第二行看到≥3个E的方向=1,0.0
感知-第二行看到≥3个E的方向=0,0.0
感知-第一行看到≥3个E的方向=0,0.0
感知-在3米处测试小E=1,0.0
感知-在3米处测试小E=0,0.0
感知-在3米处检测大E=1,0.0
感知-在3米处检测大E=0,0.0
感知-在1.5米处检测大E=1,0.0
感知-在1.5米处检测大E=0,0.0
心理-您集中精力有困难吗？=1,0.0
运动是否完成编码=0,0.0
活力-营养描述结果=营养不良风险,0.0
活力-营养描述结果=正常营养状态,0.0
活力-神经心理问题=1,0.0
活力-神经心理问题=0,0.0
活力-既往3个月内有无重大心理变化或急性疾病=2,0.0
活力-既往3个月内有无重大心理变化或急性疾病=0,0.0
活力-活动能力=2,0.0
活力-活动能力=1,0.0
活力-过去三个月内有没有因为食欲不振、消化问题、咀嚼或吞咽困难而摄食减少=2,0.0
活力-过去三个月内有没有因为食欲不振、消化问题、咀嚼或吞咽困难而摄食减少=0,0.0
感知-听力=不通过,0.0
IADL量表-3上街购物=3.0,0.0
IADL量表-3上街购物=1.0,0.0
IADL量表-2做饭=3.0,0.0
IADL量表-2做饭=2.0,0.0
IADL量表-2做饭=1.0,0.0
IADL量表-1打电话=Missing,0.0
IADL量表-1打电话=3.0,0.0
IADL量表-1打电话=2.0,0.0
IADL量表-1打电话=1.0,0.0
是否完整数据=缺失,0.0
步态异常-编码=有,0.0
步态异常-编码=无,0.0
运动是否完成编码=2,0.0
运动是否完成编码=1,0.0
IADL量表-7使用交通工具=3.0,0.0
IADL量表-7使用交通工具=2.0,0.0
IADL量表-7使用交通工具=1.0,0.0
IADL量表-6服务药物=Missing,0.0
IADL量表-6服务药物=3.0,0.0
IADL量表-6服务药物=2.0,0.0
IADL量表-6服务药物=1.0,0.0
IADL量表-5整理家务=3.0,0.0
IADL量表-5整理家务=2.0,0.0
IADL量表-5整理家务=1.0,0.0
IADL量表-4管理财务=Missing,0.0
IADL量表-4管理财务=3.0,0.0
IADL量表-4管理财务=2.0,0.0
IADL量表-4管理财务=1.0,0.0
IADL量表-3上街购物=Missing,0.0
ADL量表-4穿衣（穿脱衣服、鞋袜、系鞋带、扣子、拉链）=0.0,0.0
ADL量表-3修饰（洗脸、刷牙、刮脸、梳头）=Missing,0.0
ADL量表-3修饰（洗脸、刷牙、刮脸、梳头）=5.0,0.0
ADL量表-2洗澡=Missing,0.0
ADL量表-2洗澡=0.0,0.0
ADL量表-1进食=Missing,0.0
ADL量表-1进食=5.0,0.0
ADL量表-1进食=0.0,0.0
IADL量表-8洗个人小衣物=Missing,0.0
IADL量表-8洗个人小衣物=3.0,0.0
IADL量表-8洗个人小衣物=2.0,0.0
IADL量表-8洗个人小衣物=1.0,0.0
IADL量表-7使用交通工具=Missing,0.0
ADL量表-8床椅移动=10.0,0.0
ADL量表-8床椅移动=0.0,0.0
ADL量表-7如厕=Missing,0.0
ADL量表-7如厕=5.0,0.0
ADL量表-7如厕=10.0,0.0
ADL量表-7如厕=0.0,0.0
ADL量表-6控制小便=Missing,0.0
ADL量表-6控制小便=5.0,0.0
ADL量表-6控制小便=10.0,0.0
ADL量表-6控制小便=0.0,0.0
ADL量表-5控制大便=Other,0.0
查尔森合并症-周围性血管疾病=Missing,0.0
查尔森合并症-充血性心力衰竭=无,0.0
查尔森合并症-充血性心力衰竭=Other,0.0
查尔森合并症-充血性心力衰竭=Missing,0.0
查尔森合并症-冠状动脉疾病=有,0.0
查尔森合并症-糖尿病伴器官损害=Missing,0.0
查尔森合并症-中度到重度肾疾病=无,0.0
查尔森合并症-中度到重度肾疾病=Other,0.0
查尔森合并症-白血病=Other,0.0
查尔森合并症-糖尿病=有,0.0
查尔森合并症-糖尿病=无,0.0
查尔森合并症-脑血管疾病=有,0.0
ADL量表-5控制大便=Missing,0.0
ADL量表-5控制大便=5.0,0.0
ADL量表-5控制大便=10.0,0.0
ADL量表-4穿衣（穿脱衣服、鞋袜、系鞋带、扣子、拉链）=Missing,0.0
ADL量表-4穿衣（穿脱衣服、鞋袜、系鞋带、扣子、拉链）=5.0,0.0
ADL量表-10上下楼梯=Missing,0.0
ADL量表-10上下楼梯=5.0,0.0
ADL量表-10上下楼梯=10.0,0.0
ADL量表-9平地行走45米=Missing,0.0
一生主要从事=2.0,0.0
小腿围=Other,0.0
小腿围=Missing,0.0
小腿围=37.0,0.0
小腿围=36.0,0.0
小腿围=35.0,0.0
小腿围=34.0,0.0
同型半胱氨酸=Missing,0.0
同型半胱氨酸=9.0,0.0
门冬氨酸氨基转移酶=Other,0.0
门冬氨酸氨基转移酶=Missing,0.0
门冬氨酸氨基转移酶=18.0,0.0
门冬氨酸氨基转移酶=17.0,0.0
尿素氮=Other,0.0
尿素氮=Missing,0.0
肌酐=Other,0.0
ADL量表-9平地行走45米=15.0,0.0
ADL量表-8床椅移动=15.0,0.0
弹性评估-5我能很好地规划自己的日常生活=4.0,0.0
弹性评估-2我的食欲很好=3.0,0.0
弹性评估-2我的食欲很好=1.0,0.0
弹性评估-1我的身体状况比同龄人要好=Missing,0.0
弹性评估-1我的身体状况比同龄人要好=5.0,0.0
弹性评估-1我的身体状况比同龄人要好=4.0,0.0
弹性评估-1我的身体状况比同龄人要好=3.0,0.0
弹性评估-1我的身体状况比同龄人要好=2.0,0.0
弹性评估-9当我生病或遇到困难时，会有人给我鼓励和帮助=1.0,0.0
弹性评估-8当生活环境改变，我可以很好地适应=Missing,0.0
弹性评估-8当生活环境改变，我可以很好地适应=5.0,0.0
弹性评估-8当生活环境改变，我可以很好地适应=4.0,0.0
弹性评估-8当生活环境改变，我可以很好地适应=3.0,0.0
弹性评估-8当生活环境改变，我可以很好地适应=1.0,0.0
弹性评估-7如果我生病了，即使不能恢复到以前的身体状态，也会学着适应各种变化=Missing,0.0
弹性评估-7如果我生病了，即使不能恢复到以前的身体状态，也会学着适应各种变化=5.0,0.0
弹性评估-7如果我生病了，即使不能恢复到以前的身体状态，也会学着适应各种变化=4.0,0.0
弹性评估-7如果我生病了，即使不能恢复到以前的身体状态，也会学着适应各种变化=3.0,0.0
弹性评估-6我能处理一些不愉快或痛苦的情绪=4.0,0.0
查尔森合并症-偏瘫=Missing,0.0
查尔森合并症-痴呆=无,0.0
查尔森合并症-痴呆=Other,0.0
查尔森合并症-痴呆=Missing,0.0
臀围=102.0,0.0
臀围=100.0,0.0
甘油三酯=Other,0.0
甘油三酯=Missing,0.0
糖化血红蛋白=Other,0.0
糖化血红蛋白=Missing,0.0
空腹血糖=Other,0.0
体脂率=Other,0.0
弹性评估-11我有得到健康知识的方法和途径=1.0,0.0
弹性评估-10我有可以讲心里话的人=Missing,0.0
Fried衰弱表型评估-①散步=2.0,0.0
弹性评估-10我有可以讲心里话的人=1.0,0.0
弹性评估-9当我生病或遇到困难时，会有人给我鼓励和帮助=Missing,0.0
弹性评估-14我经常参加社区服务等社会活动=4.0,0.0
弹性评估-14我经常参加社区服务等社会活动=3.0,0.0
弹性评估-14我经常参加社区服务等社会活动=2.0,0.0
弹性评估-13我有自己的个人爱好或休闲方式=1.0,0.0
慢病症状-反复关节疼痛=0.0,0.0
慢病症状-无外因的骨折=Missing,0.0
查尔森合并症-消化性溃疡疾病=有,0.0
查尔森合并症-消化性溃疡疾病=无,0.0
查尔森合并症-消化性溃疡疾病=Missing,0.0
查尔森合并症-慢性肺疾病=有,0.0
查尔森合并症-慢性肺疾病=无,0.0
查尔森合并症-慢性肺疾病=Missing,0.0
查尔森合并症-轻微的肝脏疾病=有,0.0
臀围=96.0,0.0
臀围=93.0,0.0
臀围=92.0,0.0
查尔森合并症-脑血管疾病=无,0.0
查尔森合并症-脑血管疾病=Missing,0.0
查尔森合并症-结缔组织疾病=无,0.0
查尔森合并症-结缔组织疾病=Other,0.0
查尔森合并症-结缔组织疾病=Missing,0.0
查尔森合并症-艾滋病=Missing,0.0
查尔森合并症-中度到严重的肝脏疾病=无,0.0
查尔森合并症-中度到严重的肝脏疾病=Missing,0.0
查尔森合并症-偏瘫=无,0.0
查尔森合并症-偏瘫=Other,0.0
查尔森合并症-轻微的肝脏疾病=无,0.0
查尔森合并症-轻微的肝脏疾病=Missing,0.0
查尔森合并症-周围性血管疾病=有,0.0
查尔森合并症-周围性血管疾病=无,0.0
弹性评估-12我的收入能够维持日常开支=1.0,0.0
生命质量评估-2）中等强度的活动。如移动一张桌子、扫地、打太极拳、做简单体操等？=3.0,0.0
生命质量评估-2）中等强度的活动。如移动一张桌子、扫地、打太极拳、做简单体操等？=2.0,0.0
生命质量评估-2）中等强度的活动。如移动一张桌子、扫地、打太极拳、做简单体操等？=1.0,0.0
生命质量评估-1）总体来讲，您的健康状况是=Missing,0.0
生命质量评估-1）总体来讲，您的健康状况是=5.0,0.0
生命质量评估-1）总体来讲，您的健康状况是=4.0,0.0
生命质量评估-1）总体来讲，您的健康状况是=3.0,0.0
区=朝阳区,0.0
生命质量评估-1）总体来讲，您的健康状况是=2.0,0.0
生命质量评估-1）总体来讲，您的健康状况是=1.0,0.0
生命质量评估-5）在过去4个星期的工作和日常生活中，您是否因为身体健康的原因而令您的工作或活动受到限制？=2.0,0.0
Fried衰弱表型评估-握力右手最大值,0.0
区=九台区,0.0
生命质量评估-4）在过去4个星期里，您是否会因为身体健康的原因，在日常生活或工作中感到力不从心？=1.0,0.0
生命质量评估-3）是否影响您爬几层楼梯？=Missing,0.0
生命质量评估-3）是否影响您爬几层楼梯？=3.0,0.0
生命质量评估-3）是否影响您爬几层楼梯？=2.0,0.0
生命质量评估-3）是否影响您爬几层楼梯？=1.0,0.0
生命质量评估-2）中等强度的活动。如移动一张桌子、扫地、打太极拳、做简单体操等？=Missing,0.0
跌倒评估-5步态=10.0,0.0
跌倒评估-5步态=0.0,0.0
跌倒评估-4静脉输液/置管/使用药物治疗=Missing,0.0
跌倒评估-4静脉输液/置管/使用药物治疗=20.0,0.0
跌倒评估-4静脉输液/置管/使用药物治疗=0.0,0.0
跌倒评估-2超过一个疾病诊断=0.0,0.0
跌倒评估-13月内有无跌倒/视觉障碍=Missing,0.0
跌倒评估-13月内有无跌倒/视觉障碍=25.0,0.0
跌倒评估-13月内有无跌倒/视觉障碍=0.0,0.0
生命质量评估-8）在过去的4个星期里，您身体上的疼痛对您的日常工作（包括上班和家务）有多大影响？=Missing,0.0
生命质量评估-8）在过去的4个星期里，您身体上的疼痛对您的日常工作（包括上班和家务）有多大影响？=3.0,0.0
生活行为与社会功能评估-1过去1年，帮助家属/朋友做事（帮助别人）=1-0,0.0
肌少症评估-3从椅子或床起立是否存在困难，是否需要帮助？=Missing,0.0
肌少症评估-3从椅子或床起立是否存在困难，是否需要帮助？=2.0,0.0
肌少症评估-3从椅子或床起立是否存在困难，是否需要帮助？=0.0,0.0
Fried衰弱表型评估-①散步=1.0,0.0
肌少症评估-2步行穿过房间是否存在困难，是否需要帮助？=2.0,0.0
肌少症评估-2步行穿过房间是否存在困难，是否需要帮助？=1.0,0.0
慢病症状-活动气短、水肿=Missing,0.0
慢病症状-活动气短、水肿=1.0,0.0
慢病症状-明显记忆下降=Missing,0.0
慢病症状-明显记忆下降=1.0,0.0
查尔森合并症-冠状动脉疾病=无,0.0
慢病症状-便秘=Missing,0.0
腰围=Missing,0.0
腰围=98.0,0.0
腰围=97.0,0.0
腰围=96.0,0.0
腰围=95.0,0.0
腰围=93.0,0.0
腰围=90.0,0.0
腰围=89.0,0.0
小腿围=32.0,0.0
臀围=Other,0.0
臀围=Missing,0.0
臀围=99.0,0.0
臀围=98.0,0.0
臀围=97.0,0.0
慢病症状-头晕=Missing,0.0
慢病症状-头晕=0.0,0.0
慢病症状-行动不便（缓/跛）=1.0,0.0
慢病症状-失眠=Missing,0.0
慢病症状-反复关节疼痛=1.0,0.0
肌少症评估-2步行穿过房间是否存在困难，是否需要帮助？=0.0,0.0
跌倒评估-6认知能力=Missing,0.0
跌倒评估-6认知能力=15.0,0.0
跌倒评估-6认知能力=0.0,0.0
跌倒评估-5步态=Missing,0.0
生活行为与社会功能评估-2您是否参与社区服务、帮助邻里等社会公益性活动（包括有偿或无偿）？=Missing,0.0
生活行为与社会功能评估-2您是否参与社区服务、帮助邻里等社会公益性活动（包括有偿或无偿）？=3-1,0.0
生活行为与社会功能评估-2您是否参与社区服务、帮助邻里等社会公益性活动（包括有偿或无偿）？=2-0,0.0
生活行为与社会功能评估-2您是否参与社区服务、帮助邻里等社会公益性活动（包括有偿或无偿）？=1-0,0.0
生活行为与社会功能评估-1过去1年，帮助家属/朋友做事（帮助别人）=Missing,0.0
生活行为与社会功能评估-1过去1年，帮助家属/朋友做事（帮助别人）=3-1,0.0
Fried衰弱表型评估-握力右手第一次值,0.0
生活行为与社会功能评估-6您有可以讲心里话的家人/朋友吗？=Missing,0.0
生活行为与社会功能评估-6您有可以讲心里话的家人/朋友吗？=2-1,0.0
生活行为与社会功能评估-5目前的收入（包括现金和实物）是否能够维持您的日常开支？=Missing,0.0
生活行为与社会功能评估-5目前的收入（包括现金和实物）是否能够维持您的日常开支？=4-1,0.0
生活行为与社会功能评估-5目前的收入（包括现金和实物）是否能够维持您的日常开支？=3-1,0.0
生活行为与社会功能评估-5目前的收入（包括现金和实物）是否能够维持您的日常开支？=2-0,0.0
生活行为与社会功能评估-5目前的收入（包括现金和实物）是否能够维持您的日常开支？=1-0,0.0
生活行为与社会功能评估-4您过去的一周内是否感觉孤独？=4-1,0.0
生活行为与社会功能评估-4您过去的一周内是否感觉孤独？=3-1,0.0
生活行为与社会功能评估-4您过去的一周内是否感觉孤独？=2-1,0.0
"生活行为与社会功能评估-9过去2年里,您饮用咖啡的频率如何？=1.0",0.0
生活行为与社会功能评估-您最常饮用的酒是(只选主要一种)？=Other,0.0
生活行为与社会功能评估-您最常饮用的酒是(只选主要一种)？=Missing,0.0
生活行为与社会功能评估-您最常饮用的酒是(只选主要一种)？=4.0,0.0
生活行为与社会功能评估-您最常饮用的酒是(只选主要一种)？=1.0,0.0
生活行为与社会功能评估-8您是否喝酒？=Missing,0.0
生活行为与社会功能评估-8您是否喝酒？=4.0,0.0
生活行为与社会功能评估-8您是否喝酒？=3.0,0.0
生活行为与社会功能评估-8您是否喝酒？=2.0,0.0
是否糖尿病=1.0,0.0
是否糖尿病=0.0,0.0
慢病症状-无外因的骨折=0.0,0.0
慢病症状-尿失禁=Missing,0.0
慢病症状-尿失禁=1.0,0.0
慢病症状-尿失禁=0.0,0.0
是否脑出血=1.0,0.0
生活行为与社会功能评估-7您是否有吸烟习惯？=4.0,0.0
生活行为与社会功能评估-7您是否有吸烟习惯？=1.0,0.0
Fried衰弱表型评估-我什么事情都不想干=0,0.0
"生活行为与社会功能评估-10过去2年里,您喝茶的频率如何？=2.0",0.0
"生活行为与社会功能评估-10过去2年里,您喝茶的频率如何？=1.0",0.0
"生活行为与社会功能评估-9过去2年里,您饮用咖啡的频率如何？=Other",0.0
"生活行为与社会功能评估-9过去2年里,您饮用咖啡的频率如何？=3.0",0.0
腰围=87.0,0.0
腰围=86.0,0.0
腰围=85.0,0.0
腰围=84.0,0.0
腰围=83.0,0.0
自我感觉嗅觉=灵敏,0.0
自我感觉嗅觉=一般,0.0
听力障碍=有,0.0
Fried衰弱表型评估-我什么事情都不想干=1-0,0.0
Fried衰弱表型评估-2)您每天体育锻炼（室外活动）大于30min么（或3h/周)？=Missing,0.0
患有慢性病数量,0.0
衰弱快速筛查量表-3您每天体育锻炼（室外活动）大于30min么（或3h/周)？=0.0,0.0
白细胞=Missing,0.0
白蛋白=Other,0.0
白蛋白=Missing,0.0
同型半胱氨酸=Other,0.0
认知-现在是什么季节=1,0.0
认知-现在是什么季节=0,0.0
认知-现在是哪一年=0,0.0
血小板=Missing,0.0
Fried衰弱表型评估-5)测量时的体位？=1.0,0.0
Fried衰弱表型评估-5)测量时的体位？=2.0,0.0
腰围=78.0,0.0
腰围=76.0,0.0
腰围=102.0,0.0
腰围=100.0,0.0
查尔森合并症-转移性实体肿瘤=无,0.0
查尔森合并症-转移性实体肿瘤=Other,0.0
查尔森合并症-转移性实体肿瘤=Missing,0.0
查尔森合并症-艾滋病=无,0.0
腰围=Other,0.0
"生活行为与社会功能评估-9过去2年里,您饮用咖啡的频率如何？=2.0",0.0
Fried衰弱表型评估-1)在过去的6个月里，您的一只手或双手有没有做过手术或者发生任何肿胀、发炎、严重疼痛或受伤？=3.0,0.0
Fried衰弱表型评估-1)在过去的6个月里，您的一只手或双手有没有做过手术或者发生任何肿胀、发炎、严重疼痛或受伤？=2.0,0.0
Fried衰弱表型评估-1)在过去的6个月里，您的一只手或双手有没有做过手术或者发生任何肿胀、发炎、严重疼痛或受伤？=1.0,0.0
Fried衰弱表型评估-3)是否完成4米行走:=Other,0.0
Fried衰弱表型评估-①散步=3.0,0.0
